#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_003151735.1	PRJNA386568	SAMN08179876	PLYI00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		palsa_989	latest	Scaffold	Major	Full	2018/05/24	20120700_P3D	Australian Centre for Ecogenomics, The University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/151/735/GCA_003151735.1_20120700_P3D	derived from metagenome	
GCA_003152735.1	PRJNA386568	SAMN08179806	PMAZ00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		fen_988	latest	Scaffold	Major	Full	2018/05/24	20120700_E3M	Australian Centre for Ecogenomics, The University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/152/735/GCA_003152735.1_20120700_E3M	derived from metagenome	
GCA_003152955.1	PRJNA386568	SAMN08179789	PMBQ00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		fen_987	latest	Scaffold	Major	Full	2018/05/24	20120700_E3M	Australian Centre for Ecogenomics, The University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/152/955/GCA_003152955.1_20120700_E3M	derived from metagenome	
GCA_003164295.1	PRJNA386568	SAMN08179958	PLTA00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		bog_990	latest	Scaffold	Major	Full	2018/05/25	20120700_S1D	Australian Centre for Ecogenomics, The University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/164/295/GCA_003164295.1_20120700_S1D	derived from metagenome	
GCA_003165195.1	PRJNA386568	SAMN08179969	PLSP00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		bog_991	latest	Scaffold	Major	Full	2018/05/25	20120700_S1D	Australian Centre for Ecogenomics, The University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/165/195/GCA_003165195.1_20120700_S1D	derived from metagenome	
GCA_003235175.1	PRJNA385762	SAMN09287828	QJWY00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		SZUA-280	latest	Contig	Major	Full	2018/06/18	ASM323517v1	Environmental Microbiology Lab	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/235/175/GCA_003235175.1_ASM323517v1	derived from metagenome ; low contig N50	
GCA_003235725.1	PRJNA385762	SAMN09287788	QJVK00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		SZUA-240	latest	Contig	Major	Full	2018/06/18	ASM323572v1	Environmental Microbiology Lab	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/235/725/GCA_003235725.1_ASM323572v1	derived from metagenome ; low contig N50	
GCA_003246955.1	PRJNA385762	SAMN09287957	QKBX00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		SZUA-409	latest	Contig	Major	Full	2018/06/18	ASM324695v1	Environmental Microbiology Lab	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/246/955/GCA_003246955.1_ASM324695v1	derived from metagenome ; low contig N50	
GCA_003247875.1	PRJNA385762	SAMN09287846	QJXQ00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		SZUA-298	latest	Contig	Major	Full	2018/06/18	ASM324787v1	Environmental Microbiology Lab	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/247/875/GCA_003247875.1_ASM324787v1	derived from metagenome ; low contig N50	
GCA_003249775.1	PRJNA385762	SAMN09288116	QKIA00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		SZUA-568	latest	Contig	Major	Full	2018/06/19	ASM324977v1	Environmental Microbiology Lab	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/249/775/GCA_003249775.1_ASM324977v1	derived from metagenome	
GCA_003250545.1	PRJNA385762	SAMN09288066	QKGC00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		SZUA-518	latest	Scaffold	Major	Full	2018/06/19	ASM325054v1	Environmental Microbiology Lab	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/250/545/GCA_003250545.1_ASM325054v1	derived from metagenome ; low contig N50	
GCA_003589585.1	PRJNA491375	SAMN10076536	QYYE00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon	strain=BE326-BA-RLH		latest	Contig	Major	Full	2018/09/21	ASM358958v1	Princeton University	GCF_003589585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/589/585/GCA_003589585.1_ASM358958v1		
GCA_003601595.1	PRJNA418890	SAMN08103061	PIXY00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M8_bin26	latest	Scaffold	Major	Full	2018/10/01	ASM360159v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/595/GCA_003601595.1_ASM360159v1	derived from metagenome	
GCA_003601605.1	PRJNA418890	SAMN08103060	PIXZ00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M8_bin1642	latest	Scaffold	Major	Full	2018/10/01	ASM360160v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/605/GCA_003601605.1_ASM360160v1	derived from metagenome	
GCA_003601635.1	PRJNA418890	SAMN08103056	PIYD00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M10_bin242	latest	Scaffold	Major	Full	2018/10/01	ASM360163v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/635/GCA_003601635.1_ASM360163v1	derived from metagenome	
GCA_003601655.1	PRJNA418890	SAMN08103055	PIYE00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M10_bin241	latest	Scaffold	Major	Full	2018/10/01	ASM360165v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/655/GCA_003601655.1_ASM360165v1	derived from metagenome	
GCA_003601665.1	PRJNA418890	SAMN08103053	PIYG00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M10_bin208	latest	Scaffold	Major	Full	2018/10/01	ASM360166v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/665/GCA_003601665.1_ASM360166v1	derived from metagenome	
GCA_003601695.1	PRJNA418890	SAMN08103052	PIYH00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M10_bin190	latest	Scaffold	Major	Full	2018/10/01	ASM360169v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/695/GCA_003601695.1_ASM360169v1	derived from metagenome	
GCA_003601715.1	PRJNA418890	SAMN08103051	PIYI00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M10_bin190	latest	Scaffold	Major	Full	2018/10/01	ASM360171v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/715/GCA_003601715.1_ASM360171v1	derived from metagenome	
GCA_003601725.1	PRJNA418890	SAMN08103050	PIYJ00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M10_bin190	latest	Scaffold	Major	Full	2018/10/01	ASM360172v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/725/GCA_003601725.1_ASM360172v1	derived from metagenome	
GCA_003601735.1	PRJNA418890	SAMN08103048	PIYL00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M10_bin182	latest	Scaffold	Major	Full	2018/10/01	ASM360173v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/735/GCA_003601735.1_ASM360173v1	derived from metagenome	
GCA_003601775.1	PRJNA418890	SAMN08103046	PIYN00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M10_bin139	latest	Scaffold	Major	Full	2018/10/01	ASM360177v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/775/GCA_003601775.1_ASM360177v1	derived from metagenome	
GCA_003601785.1	PRJNA418890	SAMN08103059	PIYA00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M8_bin163	latest	Scaffold	Major	Full	2018/10/01	ASM360178v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/785/GCA_003601785.1_ASM360178v1	derived from metagenome	
GCA_003601835.1	PRJNA418890	SAMN08103058	PIYB00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M8_bin162	latest	Scaffold	Major	Full	2018/10/01	ASM360183v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/835/GCA_003601835.1_ASM360183v1	derived from metagenome	
GCA_003601845.1	PRJNA418890	SAMN08103057	PIYC00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M10_bin26	latest	Scaffold	Major	Full	2018/10/01	ASM360184v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/845/GCA_003601845.1_ASM360184v1	derived from metagenome	
GCA_003601875.1	PRJNA418890	SAMN08103054	PIYF00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M10_bin214	latest	Scaffold	Major	Full	2018/10/01	ASM360187v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/875/GCA_003601875.1_ASM360187v1	derived from metagenome	
GCA_003601885.1	PRJNA418890	SAMN08103047	PIYM00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M10_bin143	latest	Scaffold	Major	Full	2018/10/01	ASM360188v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/601/885/GCA_003601885.1_ASM360188v1	derived from metagenome	
GCA_003604315.1	PRJNA418890	SAMN08103049	PIYK00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		M10_bin185	latest	Scaffold	Major	Full	2018/10/01	ASM360431v1	Shanghai Jiao Tong University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/604/315/GCA_003604315.1_ASM360431v1	derived from metagenome	
GCA_003661945.1	PRJNA362212	SAMN09215195	QMXC00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B95_G9	latest	Contig	Major	Full	2018/10/15	ASM366194v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/661/945/GCA_003661945.1_ASM366194v1	derived from metagenome	
GCA_003661965.1	PRJNA362212	SAMN09214918	QMXD00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B76_G16	latest	Contig	Major	Full	2018/10/15	ASM366196v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/661/965/GCA_003661965.1_ASM366196v1	derived from metagenome	
GCA_003661975.1	PRJNA362212	SAMN09214917	QMXE00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B71_G16	latest	Contig	Major	Full	2018/10/15	ASM366197v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/661/975/GCA_003661975.1_ASM366197v1	derived from metagenome	
GCA_003662005.1	PRJNA362212	SAMN09214776	QMXF00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B64_G1	latest	Contig	Major	Full	2018/10/15	ASM366200v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/005/GCA_003662005.1_ASM366200v1	derived from metagenome ; low contig N50	
GCA_003662025.1	PRJNA362212	SAMN09214839	QMXG00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B6_G12	latest	Contig	Major	Full	2018/10/15	ASM366202v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/025/GCA_003662025.1_ASM366202v1	derived from metagenome ; low contig N50	
GCA_003662035.1	PRJNA362212	SAMN09215041	QMXH00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B59_G2	latest	Contig	Major	Full	2018/10/15	ASM366203v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/035/GCA_003662035.1_ASM366203v1	derived from metagenome ; low contig N50	
GCA_003662065.1	PRJNA362212	SAMN09214916	QMXI00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B58_G16	latest	Contig	Major	Full	2018/10/15	ASM366206v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/065/GCA_003662065.1_ASM366206v1	derived from metagenome ; low contig N50	
GCA_003662085.1	PRJNA362212	SAMN09214775	QMXJ00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B57_G1	latest	Contig	Major	Full	2018/10/15	ASM366208v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/085/GCA_003662085.1_ASM366208v1	derived from metagenome ; low contig N50	
GCA_003662095.1	PRJNA362212	SAMN09215040	QMXK00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B56_G2	latest	Contig	Major	Full	2018/10/15	ASM366209v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/095/GCA_003662095.1_ASM366209v1	derived from metagenome ; low contig N50	
GCA_003662125.1	PRJNA362212	SAMN09214915	QMXL00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B56_G16	latest	Contig	Major	Full	2018/10/15	ASM366212v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/125/GCA_003662125.1_ASM366212v1	derived from metagenome	
GCA_003662145.1	PRJNA362212	SAMN09214914	QMXM00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B55_G16	latest	Contig	Major	Full	2018/10/15	ASM366214v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/145/GCA_003662145.1_ASM366214v1	derived from metagenome	
GCA_003662155.1	PRJNA362212	SAMN09214867	QMXN00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B53_G15	latest	Contig	Major	Full	2018/10/15	ASM366215v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/155/GCA_003662155.1_ASM366215v1	derived from metagenome ; low contig N50	
GCA_003662185.1	PRJNA362212	SAMN09214866	QMXO00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B49_G15	latest	Contig	Major	Full	2018/10/15	ASM366218v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/185/GCA_003662185.1_ASM366218v1	derived from metagenome ; low contig N50	
GCA_003662205.1	PRJNA362212	SAMN09214865	QMXQ00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B46_G15	latest	Contig	Major	Full	2018/10/15	ASM366220v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/205/GCA_003662205.1_ASM366220v1	derived from metagenome	
GCA_003662215.1	PRJNA362212	SAMN09214993	QMXP00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B46_G17	latest	Contig	Major	Full	2018/10/15	ASM366221v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/215/GCA_003662215.1_ASM366221v1	derived from metagenome ; low contig N50	
GCA_003662245.1	PRJNA362212	SAMN09214992	QMXR00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B42_G17	latest	Contig	Major	Full	2018/10/15	ASM366224v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/245/GCA_003662245.1_ASM366224v1	derived from metagenome ; low contig N50	
GCA_003662265.1	PRJNA362212	SAMN09214774	QMXS00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B38_G1	latest	Contig	Major	Full	2018/10/15	ASM366226v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/265/GCA_003662265.1_ASM366226v1	derived from metagenome ; low contig N50	
GCA_003662275.1	PRJNA362212	SAMN09214864	QMXT00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B37_G15	latest	Contig	Major	Full	2018/10/15	ASM366227v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/275/GCA_003662275.1_ASM366227v1	derived from metagenome	
GCA_003662305.1	PRJNA362212	SAMN09214863	QMXU00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B35_G15	latest	Contig	Major	Full	2018/10/15	ASM366230v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/305/GCA_003662305.1_ASM366230v1	derived from metagenome	
GCA_003662325.1	PRJNA362212	SAMN09215194	QMXV00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B34_G9	latest	Contig	Major	Full	2018/10/15	ASM366232v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/325/GCA_003662325.1_ASM366232v1	derived from metagenome	
GCA_003662345.1	PRJNA362212	SAMN09214773	QMXW00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B33_G1	latest	Contig	Major	Full	2018/10/15	ASM366234v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/345/GCA_003662345.1_ASM366234v1	derived from metagenome ; low contig N50	
GCA_003662365.1	PRJNA362212	SAMN09215193	QMXX00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B32_G9	latest	Contig	Major	Full	2018/10/15	ASM366236v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/365/GCA_003662365.1_ASM366236v1	derived from metagenome ; low contig N50	
GCA_003662385.1	PRJNA362212	SAMN09215039	QMXY00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B31_G2	latest	Contig	Major	Full	2018/10/15	ASM366238v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/385/GCA_003662385.1_ASM366238v1	derived from metagenome	
GCA_003662395.1	PRJNA362212	SAMN09214772	QMXZ00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B29_G1	latest	Contig	Major	Full	2018/10/15	ASM366239v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/395/GCA_003662395.1_ASM366239v1	derived from metagenome ; low contig N50	
GCA_003662425.1	PRJNA362212	SAMN09215038	QMYA00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B27_G2	latest	Contig	Major	Full	2018/10/15	ASM366242v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/425/GCA_003662425.1_ASM366242v1	derived from metagenome ; low contig N50	
GCA_003662445.1	PRJNA362212	SAMN09214913	QMYC00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B27_G16	latest	Contig	Major	Full	2018/10/15	ASM366244v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/445/GCA_003662445.1_ASM366244v1	derived from metagenome ; low contig N50	
GCA_003662455.1	PRJNA362212	SAMN09214991	QMYB00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B27_G17	latest	Contig	Major	Full	2018/10/15	ASM366245v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/455/GCA_003662455.1_ASM366245v1	derived from metagenome	
GCA_003662485.1	PRJNA362212	SAMN09214990	QMYD00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B26_G17	latest	Contig	Major	Full	2018/10/15	ASM366248v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/485/GCA_003662485.1_ASM366248v1	derived from metagenome	
GCA_003662505.1	PRJNA362212	SAMN09214862	QMYE00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B26_G15	latest	Contig	Major	Full	2018/10/15	ASM366250v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/505/GCA_003662505.1_ASM366250v1	derived from metagenome ; low contig N50	
GCA_003662515.1	PRJNA362212	SAMN09214989	QMYF00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B24_G17	latest	Contig	Major	Full	2018/10/15	ASM366251v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/515/GCA_003662515.1_ASM366251v1	derived from metagenome	
GCA_003662535.1	PRJNA362212	SAMN09214771	QMYG00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B24_G1	latest	Contig	Major	Full	2018/10/15	ASM366253v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/535/GCA_003662535.1_ASM366253v1	derived from metagenome	
GCA_003662565.1	PRJNA362212	SAMN09214988	QMYH00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B23_G17	latest	Contig	Major	Full	2018/10/15	ASM366256v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/565/GCA_003662565.1_ASM366256v1	derived from metagenome ; low contig N50	
GCA_003662585.1	PRJNA362212	SAMN09214861	QMYI00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B23_G15	latest	Contig	Major	Full	2018/10/15	ASM366258v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/585/GCA_003662585.1_ASM366258v1	derived from metagenome ; low contig N50	
GCA_003662595.1	PRJNA362212	SAMN09214838	QMYJ00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B2_G12	latest	Contig	Major	Full	2018/10/15	ASM366259v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/595/GCA_003662595.1_ASM366259v1	derived from metagenome	
GCA_003662625.1	PRJNA362212	SAMN09215037	QMYK00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B19_G2	latest	Contig	Major	Full	2018/10/15	ASM366262v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/625/GCA_003662625.1_ASM366262v1	derived from metagenome	
GCA_003662645.1	PRJNA362212	SAMN09214987	QMYL00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B17_G17	latest	Contig	Major	Full	2018/10/15	ASM366264v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/645/GCA_003662645.1_ASM366264v1	derived from metagenome	
GCA_003662655.1	PRJNA362212	SAMN09215036	QMYM00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B13_G2	latest	Contig	Major	Full	2018/10/15	ASM366265v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/655/GCA_003662655.1_ASM366265v1	derived from metagenome ; low contig N50	
GCA_003662685.1	PRJNA362212	SAMN09215035	QMYN00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B1_G2	latest	Contig	Major	Full	2018/10/15	ASM366268v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/685/GCA_003662685.1_ASM366268v1	derived from metagenome ; low contig N50	
GCA_003662705.1	PRJNA362212	SAMN09214846	QMYP00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B1_G13	latest	Contig	Major	Full	2018/10/15	ASM366270v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/705/GCA_003662705.1_ASM366270v1	derived from metagenome	
GCA_003662715.1	PRJNA362212	SAMN09214860	QMYO00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B1_G15	latest	Contig	Major	Full	2018/10/15	ASM366271v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/715/GCA_003662715.1_ASM366271v1	derived from metagenome	
GCA_003662745.1	PRJNA362212	SAMN09214837	QMYQ00000000.1	na	2026714	2026714	Candidatus Bathyarchaeota archaeon		B1_G12	latest	Contig	Major	Full	2018/10/15	ASM366274v1	The University of Texas at Austin	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/662/745/GCA_003662745.1_ASM366274v1	derived from metagenome ; low contig N50	
GCA_002687735.1	PRJNA391943	SAMN07618689	NZBD00000000.1	na	2026736	2026736	Candidatus Diapherotrites archaeon		ARS1427	latest	Contig	Major	Full	2017/10/24	ASM268773v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/687/735/GCA_002687735.1_ASM268773v1	derived from metagenome	
GCA_002688035.1	PRJNA391943	SAMN07618688	NZBU00000000.1	na	2026736	2026736	Candidatus Diapherotrites archaeon		ARS1307	latest	Contig	Major	Full	2017/10/24	ASM268803v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/688/035/GCA_002688035.1_ASM268803v1	derived from metagenome	
GCA_003551125.1	PRJNA434545	SAMN08575256	PULY00000000.1	na	2026736	2026736	Candidatus Diapherotrites archaeon		B1Sed10_29	latest	Contig	Major	Full	2018/09/12	ASM355112v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/551/125/GCA_003551125.1_ASM355112v1	derived from metagenome	
GCA_003553825.1	PRJNA434545	SAMN08575122	PWFL00000000.1	na	2026736	2026736	Candidatus Diapherotrites archaeon		T1Sed10_39R1	latest	Contig	Major	Full	2018/09/12	ASM355382v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/553/825/GCA_003553825.1_ASM355382v1	derived from metagenome	
GCA_003556695.1	PRJNA434545	SAMN08574636	PWQP00000000.1	na	2026736	2026736	Candidatus Diapherotrites archaeon		CSSed10_505	latest	Contig	Major	Full	2018/09/13	ASM355669v1	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/556/695/GCA_003556695.1_ASM355669v1	derived from metagenome ; low contig N50	
